"Hugo_Symbol"	"Frame_Shift_Del"	"Frame_Shift_Ins"	"In_Frame_Del"	"In_Frame_Ins"	"Missense_Mutation"	"Nonsense_Mutation"	"Nonstop_Mutation"	"Splice_Site"	"Translation_Start_Site"	"total"	"MutatedSamples"	"AlteredSamples"
"PRKAG3"	0	0	0	0	1	0	0	0	0	1	1	1
"PRKAR1B"	0	0	0	0	1	0	0	0	0	1	1	1
"PRKCE"	0	0	0	0	1	0	0	0	0	1	1	1
"PRKCG"	0	0	0	0	1	0	0	0	0	1	1	1
"PRKCSH"	0	0	0	0	1	0	0	0	0	1	1	1
"PROCR"	0	0	0	0	1	0	0	0	0	1	1	1
"PROP1"	0	0	0	0	1	0	0	0	0	1	1	1
"PROS1"	0	0	0	0	0	1	0	0	0	1	1	1
"PRPF4B"	0	0	0	0	1	0	0	0	0	1	1	1
"PRRT3"	0	0	0	0	1	0	0	0	0	1	1	1
"PRSS12"	0	0	0	0	1	0	0	0	0	1	1	1
"PRX"	0	0	0	0	1	0	0	0	0	1	1	1
"PSD"	0	0	0	0	1	0	0	0	0	1	1	1
"PSG6"	0	0	0	0	1	0	0	0	0	1	1	1
"PSMC5"	0	0	0	0	1	0	0	0	0	1	1	1
"PSMD1"	0	0	0	0	1	0	0	0	0	1	1	1
"PSMD11"	0	0	0	0	1	0	0	0	0	1	1	1
"PTCD1"	0	0	0	0	1	0	0	0	0	1	1	1
"PTCHD4"	0	0	0	0	1	0	0	0	0	1	1	1
"PTDSS2"	0	0	0	0	1	0	0	0	0	1	1	1
"PTEN"	0	0	0	0	0	1	0	0	0	1	1	1
"PTPN12"	0	0	0	0	1	0	0	0	0	1	1	1
"PTPN4"	0	0	0	0	0	1	0	0	0	1	1	1
"PTPRA"	0	0	0	0	1	0	0	0	0	1	1	1
"PTPRE"	0	0	0	0	1	0	0	0	0	1	1	1
"PTPRF"	0	0	0	0	1	0	0	0	0	1	1	1
"PTPRH"	0	0	0	0	1	0	0	0	0	1	1	1
"PTPRM"	0	0	0	0	0	1	0	0	0	1	1	1
"PTPRN2"	0	0	0	0	1	0	0	0	0	1	1	1
"PTPRO"	0	0	0	0	1	0	0	0	0	1	1	1
"PTPRR"	0	0	0	0	0	0	0	1	0	1	1	1
"PTPRT"	0	0	0	0	1	0	0	0	0	1	1	1
"PUM1"	0	0	0	0	1	0	0	0	0	1	1	1
"PUM2"	0	0	0	0	1	0	0	0	0	1	1	1
"PUS10"	0	0	0	0	1	0	0	0	0	1	1	1
"PWWP2A"	0	0	0	0	1	0	0	0	0	1	1	1
"PYROXD1"	0	0	0	0	1	0	0	0	0	1	1	1
"PYY"	0	0	0	0	1	0	0	0	0	1	1	1
"PZP"	0	0	0	0	1	0	0	0	0	1	1	1
"QRICH2"	0	0	0	0	1	0	0	0	0	1	1	1
"QSER1"	0	0	0	0	1	0	0	0	0	1	1	1
"RAB8A"	0	0	0	0	1	0	0	0	0	1	1	1
"RAD17"	0	0	0	0	1	0	0	0	0	1	1	1
"RAD51AP2"	0	0	0	0	0	1	0	0	0	1	1	1
"RAD9A"	0	0	0	0	0	1	0	0	0	1	1	1
"RAI14"	0	0	0	0	1	0	0	0	0	1	1	1
"RALBP1"	0	0	0	0	1	0	0	0	0	1	1	1
"RALGAPA1"	0	0	0	0	1	0	0	0	0	1	1	1
"RALGAPA2"	0	0	0	0	1	0	0	0	0	1	1	1
"RANBP6"	0	0	0	0	1	0	0	0	0	1	1	1
"RANBP9"	0	0	0	0	1	0	0	0	0	1	1	1
"RAP1A"	0	0	0	0	1	0	0	0	0	1	1	1
"RAP2B"	0	0	0	0	1	0	0	0	0	1	1	1
"RAPGEF2"	0	0	0	0	1	0	0	0	0	1	1	1
"RASA3"	0	0	0	0	1	0	0	0	0	1	1	1
"RASSF2"	0	0	0	0	1	0	0	0	0	1	1	1
"RASSF4"	0	0	0	0	1	0	0	0	0	1	1	1
"RBBP8NL"	0	0	0	0	1	0	0	0	0	1	1	1
"RBBP9"	0	0	0	0	1	0	0	0	0	1	1	1
"RBFOX3"	0	0	0	0	1	0	0	0	0	1	1	1
"RBM11"	0	0	0	0	1	0	0	0	0	1	1	1
"RBM15"	1	0	0	0	0	0	0	0	0	1	1	1
"RBM20"	0	0	0	0	1	0	0	0	0	1	1	1
"RBM26"	0	1	0	0	0	0	0	0	0	1	1	1
"RBM27"	0	0	0	0	1	0	0	0	0	1	1	1
"RBM38"	0	0	0	0	1	0	0	0	0	1	1	1
"RBM41"	0	0	0	0	0	1	0	0	0	1	1	1
"RBM6"	0	0	0	0	1	0	0	0	0	1	1	1
"RBMS2"	0	0	0	0	0	1	0	0	0	1	1	1
"RBMXL1"	0	0	0	0	1	0	0	0	0	1	1	1
"RBMXL2"	0	0	0	0	0	1	0	0	0	1	1	1
"RECK"	1	0	0	0	0	0	0	0	0	1	1	1
"REEP1"	0	0	0	0	1	0	0	0	0	1	1	1
"REEP2"	0	0	0	0	1	0	0	0	0	1	1	1
"REG1B"	0	0	0	0	1	0	0	0	0	1	1	1
"RELN"	0	0	0	0	1	0	0	0	0	1	1	1
"RENBP"	0	0	0	0	1	0	0	0	0	1	1	1
"REPS2"	0	0	0	0	1	0	0	0	0	1	1	1
"RETSAT"	0	0	0	0	1	0	0	0	0	1	1	1
"REV3L"	0	0	0	0	0	1	0	0	0	1	1	1
"RFX4"	0	0	0	0	1	0	0	0	0	1	1	1
"RGMB"	0	0	0	0	1	0	0	0	0	1	1	1
"RGPD4"	0	0	0	0	1	0	0	0	0	1	1	1
"RGS20"	0	0	0	0	1	0	0	0	0	1	1	1
"RGS3"	0	0	0	0	1	0	0	0	0	1	1	1
"RGS8"	0	0	0	0	1	0	0	0	0	1	1	1
"RHBDD1"	0	0	0	0	1	0	0	0	0	1	1	1
"RHBG"	0	0	0	0	1	0	0	0	0	1	1	1
"RHCG"	0	0	0	0	0	1	0	0	0	1	1	1
"RHOXF2B"	0	0	0	0	1	0	0	0	0	1	1	1
"RIF1"	0	0	0	0	1	0	0	0	0	1	1	1
"RIMS2"	0	0	0	0	1	0	0	0	0	1	1	1
"RIN2"	0	0	0	0	1	0	0	0	0	1	1	1
"RINT1"	0	0	0	0	0	1	0	0	0	1	1	1
"RIT2"	0	0	0	0	1	0	0	0	0	1	1	1
"RLF"	0	0	0	0	1	0	0	0	0	1	1	1
"RNASE12"	0	0	0	0	1	0	0	0	0	1	1	1
"RNF213"	0	0	0	0	1	0	0	0	0	1	1	1
"RNF8"	0	0	0	0	1	0	0	0	0	1	1	1
"RNFT2"	0	0	0	0	1	0	0	0	0	1	1	1
"RNH1"	0	0	0	0	1	0	0	0	0	1	1	1
"ROBO2"	0	0	0	0	1	0	0	0	0	1	1	1
"ROBO4"	0	0	0	0	1	0	0	0	0	1	1	1
"ROR2"	0	0	0	0	1	0	0	0	0	1	1	1
"RP11-76E12.1"	0	0	0	0	0	0	0	1	0	1	1	1
"RP1L1"	0	0	0	0	0	1	0	0	0	1	1	1
"RPL18"	0	0	0	0	1	0	0	0	0	1	1	1
"RPL35"	0	0	0	0	1	0	0	0	0	1	1	1
"RPL37A"	0	0	0	0	0	0	0	1	0	1	1	1
"RPL5"	0	0	0	0	1	0	0	0	0	1	1	1
"RPL6"	0	0	0	0	1	0	0	0	0	1	1	1
"RPP38"	0	0	0	0	1	0	0	0	0	1	1	1
"RPRD2"	0	0	0	0	1	0	0	0	0	1	1	1
"RPS6KA5"	0	0	0	0	1	0	0	0	0	1	1	1
"RPTOR"	0	0	0	0	1	0	0	0	0	1	1	1
"RPUSD1"	0	0	0	0	1	0	0	0	0	1	1	1
"RRP1B"	0	0	0	0	1	0	0	0	0	1	1	1
"RSRP1"	0	0	0	0	0	1	0	0	0	1	1	1
"RTFDC1"	0	0	0	0	1	0	0	0	0	1	1	1
"RTN4"	0	0	0	0	1	0	0	0	0	1	1	1
"RTTN"	0	0	0	0	1	0	0	0	0	1	1	1
"RUNX1T1"	0	0	0	0	1	0	0	0	0	1	1	1
"RUSC1"	0	0	0	0	1	0	0	0	0	1	1	1
"RWDD2A"	0	0	0	0	1	0	0	0	0	1	1	1
"RXFP4"	0	0	0	0	1	0	0	0	0	1	1	1
"RXRG"	0	0	0	0	1	0	0	0	0	1	1	1
"RYR1"	0	0	0	0	1	0	0	0	0	1	1	1
"SACS"	0	0	0	0	0	1	0	0	0	1	1	1
"SAFB2"	0	0	0	0	1	0	0	0	0	1	1	1
"SALL1"	0	0	0	0	1	0	0	0	0	1	1	1
"SASH1"	0	0	0	0	1	0	0	0	0	1	1	1
"SAXO1"	0	0	0	0	1	0	0	0	0	1	1	1
"SBNO1"	0	0	0	0	1	0	0	0	0	1	1	1
"SCD"	0	0	0	0	1	0	0	0	0	1	1	1
"SCD5"	0	0	0	0	1	0	0	0	0	1	1	1
"SCG2"	0	0	0	0	1	0	0	0	0	1	1	1
"SCG3"	0	0	0	0	1	0	0	0	0	1	1	1
"SCLT1"	0	0	0	0	1	0	0	0	0	1	1	1
"SCN10A"	0	0	0	0	1	0	0	0	0	1	1	1
"SCN3A"	0	0	0	0	1	0	0	0	0	1	1	1
"SCN5A"	0	0	0	0	1	0	0	0	0	1	1	1
"SCN7A"	0	0	0	0	1	0	0	0	0	1	1	1
"SCUBE1"	0	0	0	0	1	0	0	0	0	1	1	1
"SDK1"	0	0	0	0	1	0	0	0	0	1	1	1
"SEC23B"	0	0	0	0	0	1	0	0	0	1	1	1
"SEC62"	0	0	0	0	1	0	0	0	0	1	1	1
"SEMA3A"	0	0	0	0	1	0	0	0	0	1	1	1
"SEMA3C"	0	0	0	0	1	0	0	0	0	1	1	1
"SEMA3E"	0	0	0	0	1	0	0	0	0	1	1	1
"SEMA4D"	0	0	0	0	0	1	0	0	0	1	1	1
"SEMA6C"	0	0	0	0	1	0	0	0	0	1	1	1
"SENP2"	0	0	0	0	1	0	0	0	0	1	1	1
"SEPT10"	0	0	0	0	1	0	0	0	0	1	1	1
"SEPT7"	0	0	0	0	1	0	0	0	0	1	1	1
"SERPINB9"	0	0	0	0	1	0	0	0	0	1	1	1
"SERTAD3"	0	0	0	0	1	0	0	0	0	1	1	1
"SETD1B"	0	0	0	0	1	0	0	0	0	1	1	1
"SETD2"	0	0	0	0	0	1	0	0	0	1	1	1
"SETD4"	0	0	0	0	1	0	0	0	0	1	1	1
"SF3A2"	0	0	0	0	1	0	0	0	0	1	1	1
"SF3A3"	0	0	0	0	1	0	0	0	0	1	1	1
"SFMBT1"	0	0	0	0	1	0	0	0	0	1	1	1
"SFTA3"	0	0	0	0	1	0	0	0	0	1	1	1
"SGSM1"	0	0	0	0	1	0	0	0	0	1	1	1
"SH2B1"	0	0	1	0	0	0	0	0	0	1	1	1
"SH3KBP1"	0	0	0	0	1	0	0	0	0	1	1	1
"SH3PXD2A"	0	0	0	0	1	0	0	0	0	1	1	1
"SH3TC1"	0	0	0	0	1	0	0	0	0	1	1	1
"SHANK1"	0	0	0	0	1	0	0	0	0	1	1	1
"SHARPIN"	0	0	0	0	1	0	0	0	0	1	1	1
"SHCBP1L"	0	0	0	0	1	0	0	0	0	1	1	1
"SHOX"	0	0	0	0	1	0	0	0	0	1	1	1
"SHPK"	0	0	0	0	1	0	0	0	0	1	1	1
"SHQ1"	0	0	0	0	1	0	0	0	0	1	1	1
"SHROOM3"	0	0	0	0	1	0	0	0	0	1	1	1
"SIDT1"	0	0	0	0	0	1	0	0	0	1	1	1
"SIGLEC5"	0	0	0	0	1	0	0	0	0	1	1	1
"SIPA1L3"	0	0	0	0	1	0	0	0	0	1	1	1
"SIX4"	0	0	0	0	1	0	0	0	0	1	1	1
"SKOR1"	0	0	0	0	1	0	0	0	0	1	1	1
"SLA2"	1	0	0	0	0	0	0	0	0	1	1	1
"SLC12A4"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC12A5"	0	0	0	0	0	1	0	0	0	1	1	1
"SLC13A3"	0	0	0	0	0	1	0	0	0	1	1	1
"SLC17A4"	0	0	0	0	0	0	0	1	0	1	1	1
"SLC17A5"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC18A2"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC1A7"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC22A6"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC22A7"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC25A30"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC25A41"	0	1	0	0	0	0	0	0	0	1	1	1
"SLC25A6"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC26A7"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC26A9"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC28A1"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC30A6"	0	0	0	0	0	1	0	0	0	1	1	1
"SLC35A2"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC35F4"	0	1	0	0	0	0	0	0	0	1	1	1
"SLC39A7"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC39A9"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC3A1"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC41A3"	0	0	0	0	0	1	0	0	0	1	1	1
"SLC43A2"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC44A3"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC4A10"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC4A4"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC6A6"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC6A8"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC7A6"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC8A1"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC9C1"	0	0	0	0	1	0	0	0	0	1	1	1
"SLC9C2"	0	0	0	0	1	0	0	0	0	1	1	1
"SLCO1C1"	0	0	0	0	1	0	0	0	0	1	1	1
"SLFN13"	0	0	0	0	0	1	0	0	0	1	1	1
"SLFN14"	0	0	0	0	1	0	0	0	0	1	1	1
"SLITRK3"	0	0	0	0	1	0	0	0	0	1	1	1
"SLITRK6"	0	1	0	0	0	0	0	0	0	1	1	1
"SMAD3"	0	0	0	0	1	0	0	0	0	1	1	1
"SMARCA1"	1	0	0	0	0	0	0	0	0	1	1	1
"SMARCA5"	0	0	0	0	1	0	0	0	0	1	1	1
"SMARCD1"	0	0	0	0	1	0	0	0	0	1	1	1
"SMARCE1"	0	0	0	0	1	0	0	0	0	1	1	1
"SMC2"	0	0	0	0	1	0	0	0	0	1	1	1
"SMC6"	0	0	0	0	1	0	0	0	0	1	1	1
"SMIM21"	0	0	0	0	1	0	0	0	0	1	1	1
"SMTN"	0	0	0	0	1	0	0	0	0	1	1	1
"SNAI1"	0	0	0	0	1	0	0	0	0	1	1	1
"SNED1"	0	0	0	0	1	0	0	0	0	1	1	1
"SNRNP40"	0	0	0	0	1	0	0	0	0	1	1	1
"SNX11"	0	0	0	0	1	0	0	0	0	1	1	1
"SNX13"	0	0	0	0	1	0	0	0	0	1	1	1
"SNX19"	0	0	0	0	1	0	0	0	0	1	1	1
"SNX2"	0	0	0	0	1	0	0	0	0	1	1	1
"SNX24"	0	0	0	0	1	0	0	0	0	1	1	1
"SNX6"	0	0	0	0	0	0	0	1	0	1	1	1
"SOGA1"	0	0	0	0	1	0	0	0	0	1	1	1
"SON"	0	0	0	0	1	0	0	0	0	1	1	1
"SOS1"	0	0	0	0	0	1	0	0	0	1	1	1
"SP140"	0	0	0	0	1	0	0	0	0	1	1	1
"SP2"	0	0	0	0	1	0	0	0	0	1	1	1
"SPACA7"	0	0	0	0	1	0	0	0	0	1	1	1
"SPAG17"	0	0	0	0	1	0	0	0	0	1	1	1
"SPAG6"	0	0	0	0	1	0	0	0	0	1	1	1
"SPAM1"	0	0	0	0	0	1	0	0	0	1	1	1
"SPANXN2"	0	0	0	0	1	0	0	0	0	1	1	1
"SPATA31A3"	0	0	0	0	0	1	0	0	0	1	1	1
"SPATA31A7"	0	0	0	0	1	0	0	0	0	1	1	1
"SPATA5"	0	0	0	0	1	0	0	0	0	1	1	1
"SPATS1"	0	0	0	0	1	0	0	0	0	1	1	1
"SPDYE5"	0	0	0	0	1	0	0	0	0	1	1	1
"SPECC1"	0	0	0	0	1	0	0	0	0	1	1	1
"SPECC1L"	0	0	0	0	0	0	0	1	0	1	1	1
"SPERT"	0	0	0	0	1	0	0	0	0	1	1	1
"SPG11"	0	0	0	0	1	0	0	0	0	1	1	1
"SPHKAP"	0	0	0	0	0	0	0	1	0	1	1	1
"SPIDR"	0	0	0	0	1	0	0	0	0	1	1	1
"SPIN4"	0	0	0	0	1	0	0	0	0	1	1	1
"SPPL2B"	0	0	0	0	1	0	0	0	0	1	1	1
"SPSB1"	0	0	0	0	1	0	0	0	0	1	1	1
"SPTAN1"	0	0	0	0	0	1	0	0	0	1	1	1
"SPTB"	0	0	0	0	1	0	0	0	0	1	1	1
"SPTBN1"	0	0	0	0	1	0	0	0	0	1	1	1
"SPTBN5"	0	0	0	0	1	0	0	0	0	1	1	1
"SPTSSB"	0	0	0	0	0	1	0	0	0	1	1	1
"SRBD1"	0	0	0	0	1	0	0	0	0	1	1	1
"SREK1"	0	0	0	0	1	0	0	0	0	1	1	1
"SRPK1"	0	0	0	0	1	0	0	0	0	1	1	1
"SRPK2"	0	0	0	0	1	0	0	0	0	1	1	1
"SRSF4"	0	0	0	0	1	0	0	0	0	1	1	1
"SSBP2"	0	0	0	0	1	0	0	0	0	1	1	1
"SSC4D"	0	0	0	0	1	0	0	0	0	1	1	1
"SSC5D"	0	0	0	0	0	1	0	0	0	1	1	1
"SSH2"	0	0	0	0	1	0	0	0	0	1	1	1
"SSR4"	0	0	0	0	1	0	0	0	0	1	1	1
"SSX3"	0	0	0	0	1	0	0	0	0	1	1	1
"ST18"	0	0	0	0	1	0	0	0	0	1	1	1
"ST6GALNAC3"	0	1	0	0	0	0	0	0	0	1	1	1
"ST8SIA2"	0	0	0	0	1	0	0	0	0	1	1	1
"ST8SIA3"	0	0	0	0	0	1	0	0	0	1	1	1
"STAB1"	0	0	0	0	1	0	0	0	0	1	1	1
"STAC2"	0	0	0	0	1	0	0	0	0	1	1	1
"STAG2"	0	0	0	0	1	0	0	0	0	1	1	1
"STARD3"	0	0	0	0	0	1	0	0	0	1	1	1
"STARD5"	0	0	0	0	0	1	0	0	0	1	1	1
"STARD7"	0	0	0	0	1	0	0	0	0	1	1	1
"STAT2"	0	0	0	0	1	0	0	0	0	1	1	1
"STAT5A"	0	0	0	0	1	0	0	0	0	1	1	1
"STAT6"	0	0	0	0	1	0	0	0	0	1	1	1
"STK35"	0	0	0	0	1	0	0	0	0	1	1	1
"STK4"	0	0	0	0	1	0	0	0	0	1	1	1
"STMN3"	0	0	0	0	0	1	0	0	0	1	1	1
"STRA6"	0	0	0	0	1	0	0	0	0	1	1	1
"STT3B"	0	0	0	0	1	0	0	0	0	1	1	1
"STX18"	0	0	0	0	1	0	0	0	0	1	1	1
"STXBP2"	0	0	0	0	1	0	0	0	0	1	1	1
"SULT1C3"	1	0	0	0	0	0	0	0	0	1	1	1
"SUMF2"	0	0	0	0	1	0	0	0	0	1	1	1
"SUOX"	0	0	0	0	1	0	0	0	0	1	1	1
"SVEP1"	0	0	0	0	1	0	0	0	0	1	1	1
"SVIL"	0	0	0	0	1	0	0	0	0	1	1	1
"SWI5"	0	0	0	0	1	0	0	0	0	1	1	1
"SYCP1"	0	0	0	0	1	0	0	0	0	1	1	1
"SYDE2"	0	0	0	0	1	0	0	0	0	1	1	1
"SYNGR2"	0	0	0	0	1	0	0	0	0	1	1	1
"SYT14"	0	0	0	0	1	0	0	0	0	1	1	1
"SYT17"	0	0	0	0	1	0	0	0	0	1	1	1
"SYT2"	0	0	0	0	1	0	0	0	0	1	1	1
"SYT6"	0	0	0	0	0	0	0	1	0	1	1	1
"SYT9"	0	0	0	0	1	0	0	0	0	1	1	1
"T"	0	0	0	0	1	0	0	0	0	1	1	1
"TACR1"	0	0	0	0	1	0	0	0	0	1	1	1
"TADA3"	0	0	0	0	1	0	0	0	0	1	1	1
"TAF1"	0	0	0	0	1	0	0	0	0	1	1	1
"TAF11"	0	0	0	0	1	0	0	0	0	1	1	1
"TAF6"	0	0	0	0	1	0	0	0	0	1	1	1
"TAMM41"	0	0	0	0	1	0	0	0	0	1	1	1
"TANC1"	0	0	0	0	1	0	0	0	0	1	1	1
"TAOK3"	0	0	0	0	1	0	0	0	0	1	1	1
"TAS2R1"	0	0	0	0	1	0	0	0	0	1	1	1
"TAS2R10"	0	0	0	0	1	0	0	0	0	1	1	1
"TAS2R19"	0	0	0	0	1	0	0	0	0	1	1	1
"TAS2R31"	0	0	0	0	1	0	0	0	0	1	1	1
"TBC1D12"	0	0	0	0	1	0	0	0	0	1	1	1
"TBC1D16"	0	0	0	0	1	0	0	0	0	1	1	1
"TBC1D30"	0	0	0	0	0	1	0	0	0	1	1	1
"TBC1D8"	0	0	0	0	0	1	0	0	0	1	1	1
"TBC1D9"	0	0	0	0	1	0	0	0	0	1	1	1
"TBCE"	0	0	0	0	1	0	0	0	0	1	1	1
"TBP"	0	0	0	0	1	0	0	0	0	1	1	1
"TBX10"	0	0	0	0	1	0	0	0	0	1	1	1
"TBX19"	0	0	0	0	0	1	0	0	0	1	1	1
"TBX20"	0	0	0	0	1	0	0	0	0	1	1	1
"TBXAS1"	0	0	0	0	1	0	0	0	0	1	1	1
"TCEB3B"	0	0	0	0	1	0	0	0	0	1	1	1
"TCF12"	0	0	0	0	1	0	0	0	0	1	1	1
"TCF23"	0	0	0	0	1	0	0	0	0	1	1	1
"TCHP"	0	0	0	0	1	0	0	0	0	1	1	1
"TCP10L"	0	0	0	0	1	0	0	0	0	1	1	1
"TCTE1"	0	0	0	0	1	0	0	0	0	1	1	1
"TCTE3"	0	0	0	0	1	0	0	0	0	1	1	1
"TDRD7"	0	0	0	0	1	0	0	0	0	1	1	1
"TEAD4"	0	0	0	0	1	0	0	0	0	1	1	1
"TECPR2"	0	0	0	0	1	0	0	0	0	1	1	1
"TECTA"	0	0	0	0	1	0	0	0	0	1	1	1
"TENM1"	0	0	0	0	1	0	0	0	0	1	1	1
"TENM2"	0	0	0	0	1	0	0	0	0	1	1	1
"TENM3"	0	0	0	0	1	0	0	0	0	1	1	1
"TENM4"	0	0	0	0	1	0	0	0	0	1	1	1
"TEP1"	0	0	0	0	1	0	0	0	0	1	1	1
"TET1"	0	0	0	0	1	0	0	0	0	1	1	1
"TET2"	0	0	0	0	0	1	0	0	0	1	1	1
"TET3"	0	0	0	0	1	0	0	0	0	1	1	1
"TEX14"	0	0	0	0	0	0	0	1	0	1	1	1
"TFG"	0	0	0	0	1	0	0	0	0	1	1	1
"TFR2"	0	0	0	0	1	0	0	0	0	1	1	1
"TG"	0	0	0	0	1	0	0	0	0	1	1	1
"TGFB1"	0	0	0	0	1	0	0	0	0	1	1	1
"TGFB3"	0	0	0	0	1	0	0	0	0	1	1	1
"THBS2"	0	0	0	0	1	0	0	0	0	1	1	1
"THEM5"	0	0	0	0	1	0	0	0	0	1	1	1
"THSD4"	0	0	0	0	1	0	0	0	0	1	1	1
"TIA1"	0	0	0	0	1	0	0	0	0	1	1	1
"TICRR"	0	0	0	0	1	0	0	0	0	1	1	1
"TIFAB"	0	0	0	0	1	0	0	0	0	1	1	1
"TJP2"	0	0	0	0	1	0	0	0	0	1	1	1
"TKTL2"	0	0	0	0	0	1	0	0	0	1	1	1
"TLK2"	0	0	0	0	1	0	0	0	0	1	1	1
"TLN1"	0	0	0	0	1	0	0	0	0	1	1	1
"TLR5"	0	1	0	0	0	0	0	0	0	1	1	1
"TLR8"	0	0	0	0	1	0	0	0	0	1	1	1
"TLR9"	0	0	0	0	1	0	0	0	0	1	1	1
"TM7SF3"	0	0	0	0	0	1	0	0	0	1	1	1
"TMED8"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM132E"	0	0	0	0	0	0	0	1	0	1	1	1
"TMEM144"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM171"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM190"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM194A"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM194B"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM196"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM202"	0	0	0	0	0	1	0	0	0	1	1	1
"TMEM225"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM245"	0	0	1	0	0	0	0	0	0	1	1	1
"TMEM256-PLSCR3"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM67"	0	0	0	0	1	0	0	0	0	1	1	1
"TMEM99"	0	0	0	0	1	0	0	0	0	1	1	1
"TMPRSS15"	0	0	0	0	1	0	0	0	0	1	1	1
"TNFAIP1"	0	0	0	0	1	0	0	0	0	1	1	1
"TNFAIP2"	0	0	0	0	1	0	0	0	0	1	1	1
"TNFRSF10D"	0	0	0	0	1	0	0	0	0	1	1	1
"TNFRSF11B"	0	0	0	0	0	1	0	0	0	1	1	1
"TNFSF9"	0	0	0	0	1	0	0	0	0	1	1	1
"TNIP1"	0	0	0	0	1	0	0	0	0	1	1	1
"TNK2"	0	0	0	0	0	0	1	0	0	1	1	1
"TNKS1BP1"	0	0	0	0	1	0	0	0	0	1	1	1
"TNRC18"	0	0	0	0	1	0	0	0	0	1	1	1
"TNRC6A"	0	0	0	0	1	0	0	0	0	1	1	1
"TNRC6B"	0	0	0	0	1	0	0	0	0	1	1	1
"TOP1"	0	0	0	0	1	0	0	0	0	1	1	1
"TOP2A"	0	0	0	0	1	0	0	0	0	1	1	1
"TOPAZ1"	0	0	0	0	1	0	0	0	0	1	1	1
"TOPORS"	0	0	0	0	1	0	0	0	0	1	1	1
"TOR1AIP1"	0	0	0	0	1	0	0	0	0	1	1	1
"TP53I13"	0	0	0	0	1	0	0	0	0	1	1	1
"TPCN1"	0	0	0	0	1	0	0	0	0	1	1	1
"TPPP"	0	0	0	0	1	0	0	0	0	1	1	1
"TPRG1"	0	0	0	0	1	0	0	0	0	1	1	1
"TPTE"	0	0	0	0	1	0	0	0	0	1	1	1
"TRABD2A"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAF3IP1"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAF3IP3"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAF5"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAF6"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAF7"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAJ42"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAM1"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAPPC12"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAV12-3"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAV16"	0	0	0	0	1	0	0	0	0	1	1	1
"TRAV38-1"	0	0	0	0	1	0	0	0	0	1	1	1
"TRBV29-1"	0	0	0	0	0	1	0	0	0	1	1	1
"TREX1"	0	0	0	0	1	0	0	0	0	1	1	1
"TRIM2"	0	0	0	0	1	0	0	0	0	1	1	1
"TRIM33"	0	0	0	0	1	0	0	0	0	1	1	1
"TRIM38"	0	0	0	0	0	1	0	0	0	1	1	1
"TRIM39"	0	0	0	0	1	0	0	0	0	1	1	1
"TRIM41"	0	0	0	0	1	0	0	0	0	1	1	1
"TRIM43"	0	0	0	0	1	0	0	0	0	1	1	1
"TRIM5"	0	0	0	0	1	0	0	0	0	1	1	1
"TRIM65"	0	0	0	0	1	0	0	0	0	1	1	1
"TRMT5"	0	0	0	0	0	1	0	0	0	1	1	1
"TROVE2"	0	0	0	0	1	0	0	0	0	1	1	1
